"level","stem"
"B1","stev"
"B1","steward"
"B1","stewardess"
"B1","sticht"
"A2","stiefel"
"B1","stieg"
"B1","stiegenhaus"
"B1","stiehlt"
"B1","stiess"
"A2","stift"
"B1","stil"
"B1","stilist"
"B1","still"
"B1","stimm"
"A2","stimmt"
"B1","stimmung"
"B1","stink"
"B1","stinkt"
"A2","stip"
"A2","stipendium"
"B1","stirbt"
"B1","stlerinn"
"A1","stock"
"B1","stockwerk"
"A2","stofan"
"B1","stoff"
"B1","stolz"
"B1","stopp"
"B1","stoppt"
"B1","stor"
"A2","stort"
"B1","storung"
"B1","stoss"
"B1","stosst"
"B1","strafbar"
"B1","straf"
"B1","strafzettel"
"A2","strand"
"A1","strass"
"A1","strassenbahn"
"B1","strassenrand"
"B1","strassenverkehr"
"B1","stre"
"B1","streck"
"B1","streich"
"B1","streichholz"
"B1","streik"
"B1","streikt"
"B1","streit"
"B1","streitet"
"A2","streng"
"B1","strengt"
"A2","stress"
"A2","stressig"
"B1","strich"
"B1","stritt"
"B1","strom"
"B1","strumpf"
"A2","stuck"
"A2","student"
"A2","studentin"
"B1","studentinn"
"B1","studi"
"B1","studier"
"A2","studiert"
"B1","studio"
"A1","studium"
"B1","stuf"
"A2","stuhl"
"B1","stumm"
"A1","stund"
"B1","sturm"
"B1","sturz"
"B1","sturzt"
"A1","stuttgart"
"B1","such"
"A2","sucht"
"B1","suchtig"
"B1","suchtmittel"
"B1","sudamerika"
"B1","sudbahnhof"
"B1","suddeutschland"
"B1","sud"
"B1","summ"
"A2","sun"
"A2","sung"
"A2","sup"
"A2","supermarkt"
"A2","supp"
"A2","surf"
"A2","surfgn"
"A2","surft"
"A2","susa"
"A2","susann"
"A2","suss"
"A2","sussig"
"B1","suumme"
"B1","suupp"
"B1","suuss"
"B1","symbol"
"A2","sympath"
"B1","syst"
"A1","szeit"
"B1","szen"
"B1","tabell"
"A2","tabich"
"A2","tablet"
"B1","tablett"
"A2","tadt"
"A2","tafel"
"B1","tafeln"
"A2","tafft"
"A1","tag"
"B1","tagesablauf"
"B1","taglich"
"B1","tal"
"B1","talent"
"A2","tam"
"B1","tank"
"B1","tankstell"
"B1","tankt"
"A2","tant"
"B1","tanz"
"A2","tanzkur"
"B1","tanzt"
"B1","tarek"
"A1","tasch"
"A2","taschengeld"
"B1","taschentuch"
"A2","tass"
"B1","tastatur"
"B1","tast"
"B1","tat"
"B1","taterin"
"B1","tatig"
"A2","tatort"
"B1","tatsach"
"B1","taub"
"B1","tauch"
"B1","taucht"
"A2","tausch"
"B1","tauscht"
"B1","tauub"
"A1","tax"
"A2","taxi"
"A2","tchtlg"
"A2","team"
"B1","technik"
"B1","technisch"
"B1","technologi"
"A1","tee"
"A2","teef"
"B1","teekann"
"B1","tegriert"
"A2","teht"
"A1","teil"
"B1","teilgenomm"
"B1","teilnahm"
"A2","teilnehm"
"B1","teilnehmerin"
"B1","teilnehmerinn"
"B1","teilnehmerzahl"
"B1","teilt"
"B1","teilweis"
"B1","teilzeit"
"A1","telefon"
"B1","telefonanbiet"
"B1","telefonanschluss"
"A1","telefoni"
"B1","telefoniert"
"A2","telefonlert"
"B1","telefonnetzwerk"
"B1","telefonnumm"
"A2","tell"
"B1","temperatur"
"B1","tempo"
"B1","ten"
"A2","tengstrass"
"A2","tennis"
"A2","tep"
"B1","teppich"
"A2","tept"
"B1","teressiert"
"B1","terlass"
"A2","terlaub"
"A1","termin"
"B1","terminkal"
"B1","tern"
"B1","terrass"
"B1","terweg"
"A2","tes"
"A1","test"
"B1","testet"
"A1","teu"
"B1","teuergeschicht"
"B1","teur"
"B1","teuv"
"A1","tev"
"B1","tevr"
"A2","tevu"
"B1","tevur"
"A1","text"
"A2","tfdle"
"A2","theat"
"B1","theaterstuck"
"B1","thek"
"A1","thema"
"B1","them"
"B1","theoret"
"B1","theori"
"B1","therapi"
"B1","thielt"
"A1","thomas"
"A1","ticket"
"A2","tief"
"B1","tier"
"B1","tierpark"
"B1","tierversuch"
"A2","tim"
"A2","tipp"
"B1","tippt"
"A1","tisch"
"A2","titel"
"B1","tlerweil"
"A2","tleslt"
"A2","tlgtt"
"B1","toch"
"A1","tocht"
"B1","tod"
"B1","todlich"
"A1","toilett"
"B1","tolerant"
"A2","toll"
"A2","tom"
"A1","tomat"
"B1","tomatensaft"
"A2","tomatensart"
"A2","topf"
"B1","tor"
"A2","tort"
"A1","tot"
"A2","total"
"A2","totost"
"A2","tour"
"B1","tourismus"
"B1","tourist"
"B1","touristin"
"A2","tra"
"B1","traagt"
"B1","traaum"
"B1","tradition"
"B1","traditionell"
"B1","traf"
"B1","trag"
"B1","tragt"
"B1","train"
"B1","trainerin"
"A2","traini"
"B1","trainiert"
"A2","training"
"B1","tram"
"B1","tran"
"B1","trank"
"B1","transport"
"B1","transporti"
"B1","transportiert"
"B1","trat"
"A2","traum"
"B1","traumberuf"
"A2","traumt"
"A2","traurig"
"A1","treff"
"A2","treffén"
"B1","treffpunkt"
"B1","treib"
"B1","treibt"
"A2","tremc"
"B1","trenn"
"B1","trennt"
"B1","trennung"
"A1","trepp"
"B1","treppenhaus"
"B1","tret"
"B1","treu"
"B1","treuu"
"B1","trieb"
"B1","trifft"
"A1","trink"
"B1","trinkgeld"
"B1","trinkt"
"B1","tritt"
"A2","trock"
"B1","trockn"
"B1","trocknet"
"B1","tropf"
"B1","trottoir"
"B1","trotz"
"B1","trotzd"
"B1","trug"
"A2","tschus"
"A1","tschuss"
"A2","tta"
"B1","tuch"
"B1","tue"
"A1","tun"
"B1","tung"
"B1","tur"
"B1","turkei"
"B1","turm"
"A1","tut"
"B1","typ"
"A2","typisch"
"B1","ube"
"B1","uben"
"A2","uber"
"A2","uberall"
"B1","uberfahr"
"B1","uberfahrt"
"B1","uberfuhr"
"B1","uberhaupt"
"B1","uberhol"
"B1","uberholt"
"B1","uberleg"
"B1","uberlegt"
"A2","ubermorg"
"B1","ubernach"
"A1","ubernacht"
"A2","ubernachtet"
"B1","ubernahm"
"B1","ubernehm"
"B1","ubernimmt"
"B1","ubernomm"
"B1","uberpruf"
"B1","uberpruft"
"B1","uberqu"
"B1","uberquert"
"B1","uberrasch"
"B1","uberrascht"
"B1","uberred"
"B1","uberredet"
"B1","uberschrift"
"A2","ubersetz"
"B1","ubersetzerin"
"A2","ubersetzt"
"B1","uberstund"
"B1","ubertrag"
"B1","ubertreib"
"B1","ubertreibt"
"B1","ubertrieb"
"B1","uberweis"
"B1","uberweist"
"B1","uberwi"
"B1","uberwies"
"B1","uberzeug"
"B1","uberzeugt"
"B1","ublich"
"B1","ubrig"
"A2","ubt"
"B1","ubung"
"A2","uds"
"A2","uespitz"
"A2","ufen"
"B1","ufer"
"A2","ufosmuli"
"A1","uhr"
"A2","ullt"
"B1","ulm"
"A2","ult"
"B1","umarm"
"B1","umarmt"
"A2","umaud"
"B1","umdreh"
"A2","ume"
"A2","umen"
"B1","umfahr"
"B1","umfrag"
"B1","umgeb"
"B1","umgedreht"
"B1","umgegang"
"B1","umgeh"
"B1","umgekehrt"
"B1","umgestieg"
"B1","umgetauscht"
"A2","umgezog"
"B1","umkehr"
"B1","umleit"
"B1","ummeld"
"B1","ummso"
"B1","ums"
"B1","umseh"
"B1","umso"
"B1","umson"
"A2","umsteig"
"B1","umtausch"
"B1","umwelt"
"B1","umweltschutz"
"B1","umweltv"
"B1","umweltverschmutz"
"A2","umzieh"
"A2","umzug"
"B1","umzukehr"
"B1","unangenehm"
"B1","unbed"
"A2","unbedingt"
"A1","und"
"A2","uné"
"B1","unentschied"
"A2","unfall"
"B1","unfallort"
"B1","unfallursach"
"B1","unfreund"
"B1","ungefahr"
"A2","ung"
"B1","ungewohn"
"B1","unglaub"
"B1","ungluck"
"B1","unheim"
"B1","uniform"
"A2","universitat"
"B1","unpunkt"
"A1","uns"
"A1","unt"
"B1","unterbrach"
"B1","unterbrech"
"B1","unterbrich"
"B1","unterbricht"
"B1","unterbroch"
"A2","unterhalt"
"B1","unterhielt"
"A2","unterkunft"
"B1","unterlag"
"B1","unterlass"
"B1","unterlasst"
"B1","unterliess"
"B1","unternahm"
"A2","unternehm"
"B1","unternehmerin"
"A2","unternimmt"
"B1","unternomm"
"A1","unterricht"
"B1","unterrichtet"
"B1","untersagt"
"B1","unterscheid"
"A2","unterschied"
"A2","unterschrabt"
"A1","unterschreib"
"B1","unterschrieb"
"A1","unterschrift"
"B1","unterstr"
"B1","unterstreich"
"B1","unterstrich"
"B1","unterstutz"
"B1","unterstutzt"
"A2","untersuch"
"A2","untersucht"
"A2","unterweg"
"A2","unterwesss"
"B1","unwicht"
"A2","uper"
"B1","urkund"
"A1","urlaub"
"B1","urlaubsfotos"
"A2","urlaubsreis"
"B1","urlaubszeit"
"B1","ursach"
"B1","ursprung"
"B1","urteil"
"B1","uschi"
"A2","usgeb"
"A2","ussbg"
"B1","uub"
"B1","uuberau"
"A1","uum"
"B1","uumson"
"A2","uunterweg"
"A2","vansclt"
"B1","vas"
"A1","vat"
"B1","vegetar"
"A2","veiuftstas"
"B1","velo"
"B1","velofahr"
"B1","ver"
"B1","verabred"
"A2","verabredet"
"B1","verabschied"
"B1","verabschiedet"
"B1","verand"
"B1","verandert"
"A2","veranstal"
"B1","veranstalt"
"B1","verantwort"
"B1","verband"
"B1","verbess"
"B1","verbessert"
"B1","verbesser"
"B1","verbiet"
"B1","verbietet"
"B1","verbind"
"B1","verbindet"
"B1","verbot"
"B1","verbracht"
"B1","verbrannt"
"B1","verbrauch"
"B1","verbraucht"
"B1","verbrech"
"B1","verbrecherin"
"B1","verbrenn"
"B1","verbrennt"
"B1","verbring"
"B1","verbringt"
"B1","verbund"
"A2","vercu"
"B1","verdacht"
"A2","verdi"
"A2","verdient"
"A2","verein"
"A2","vereinbar"
"B1","vereinbart"
"A2","veremba"
"B1","vergang"
"B1","vergass"
"B1","vergeb"
"B1","vergess"
"A2","vergiss"
"B1","vergisst"
"B1","vergleich"
"B1","vergleicht"
"B1","verglich"
"B1","vergnug"
"B1","vergnugt"
"B1","vergnuugt"
"B1","vergross"
"B1","vergrossert"
"B1","verhaft"
"B1","verhaftet"
"B1","verhalt"
"B1","verhaltnis"
"A1","verheiratet"
"B1","verhielt"
"B1","verhind"
"B1","verhindert"
"A2","verkauf"
"A2","verkauferin"
"A2","verkauft"
"A2","verkehr"
"B1","verkehrsmittel"
"B1","verkehrsmitteln"
"B1","verkehrszeich"
"B1","verlag"
"B1","verlang"
"B1","verlangert"
"B1","verlangt"
"B1","verlass"
"B1","verlasst"
"B1","verlauf"
"B1","verlauft"
"B1","verletz"
"A2","verletzt"
"B1","verlieb"
"A2","verliebt"
"B1","verlief"
"B1","verli"
"B1","verliererin"
"B1","verliert"
"B1","verliess"
"B1","verlor"
"B1","verlust"
"B1","vermeid"
"B1","vermeidet"
"B1","vermied"
"A2","vermiet"
"B1","vermieterin"
"A2","vermietet"
"B1","vermiss"
"B1","vermisst"
"B1","vermittl"
"B1","vermut"
"B1","vermutet"
"B1","vernunft"
"B1","verof"
"B1","veroffent"
"B1","veroffentlicht"
"A2","veronika"
"B1","verpack"
"B1","verpackt"
"B1","verpass"
"A2","verpasst"
"B1","verpfleg"
"B1","verpflegt"
"B1","verpflichtet"
"B1","verrat"
"B1","verreis"
"A2","verreist"
"B1","verriet"
"B1","verruckt"
"B1","versamm"
"B1","versamml"
"B1","versaum"
"B1","versaumt"
"B1","verschenkt"
"A2","verschieb"
"B1","verschiebt"
"B1","verschied"
"B1","verschmutz"
"B1","verschmutzt"
"B1","verschob"
"B1","verschreib"
"B1","verschreibt"
"B1","verschrieb"
"B1","verschwand"
"B1","verschwind"
"B1","verschwindet"
"B1","verschwund"
"B1","versich"
"B1","versichert"
"B1","versichertenkart"
"B1","versicher"
"B1","versicherungsgesellschaft"
"B1","verspa"
"A2","verspat"
"B1","versprach"
"B1","versprech"
"B1","verspricht"
"B1","versproch"
"B1","verstand"
"B1","verstandnis"
"A2","verstano"
"B1","versteck"
"B1","versteckt"
"A2","versteh"
"B1","versteht"
"A2","versuc"
"B1","versuch"
"B1","versucht"
"B1","versunk"
"B1","vert"
"B1","verteil"
"B1","verteilt"
"A2","vertrag"
"B1","vertrat"
"B1","vertrau"
"B1","vertraut"
"B1","vertret"
"B1","vertreterin"
"B1","vertritt"
"B1","verursach"
"B1","verursacht"
"B1","verurteil"
"B1","verurteilt"
"B1","verwalt"
"B1","verwandt"
"B1","verwechseln"
"B1","verwechselt"
"B1","verw"
"B1","verwend"
"B1","verwendet"
"B1","verzeih"
"B1","verzeiht"
"B1","verzicht"
"B1","verzichtet"
"B1","verzieh"
"A2","vgegenub"
"B1","video"
"B1","videospiel"
"A1","vie"
"A2","vieied"
"A1","viel"
"A1","vielleicht"
"A2","viensicnt"
"A1","vier"
"B1","viertel"
"B1","viertelstund"
"B1","vir"
"B1","virtuell"
"B1","virus"
"B1","visa"
"B1","visitenkart"
"A2","vist"
"B1","visum"
"B1","vitamin"
"A2","vllllg"
"A2","vocpenegdla"
"A2","vogel"
"B1","vogelhaus"
"B1","vogeln"
"B1","volkshochschul"
"A2","voll"
"A2","volleyball"
"B1","vollig"
"B1","vollmond"
"B1","vollpension"
"B1","volltank"
"B1","vollzeit"
"A2","vom"
"A1","von"
"B1","voneinand"
"B1","vooraus"
"A1","vor"
"B1","voraus"
"B1","vorausset"
"B1","voraussetz"
"B1","voraussicht"
"A2","vorbei"
"B1","vorbeikomm"
"B1","vorbel"
"A2","vorbereit"
"B1","vorbereitet"
"B1","vord"
"B1","vorfahrt"
"B1","vorgehabt"
"B1","vorgekomm"
"B1","vorgeles"
"B1","vorgeschlag"
"B1","vorgestellt"
"A2","vorg"
"B1","vorhab"
"A2","vorh"
"B1","vorhin"
"B1","vorkomm"
"B1","vorkommt"
"B1","vorlauf"
"B1","vorles"
"B1","vormittag"
"A2","vorn"
"A1","vornam"
"B1","vorort"
"A2","vorschlag"
"A2","vorschlagz"
"B1","vorschrift"
"A1","vorsicht"
"B1","vorspeis"
"A1","vorstell"
"B1","vorstellungsgesprach"
"B1","vorteil"
"B1","vortrag"
"B1","vorwaart"
"A1","vorwahl"
"A2","vorwart"
"B1","vorwurf"
"B1","vorzu"
"A2","vqgestellt"
"A2","vqn"
"A2","vsv"
"A2","vvelch"
"A2","vvir"
"A2","vvta"
"A2","vwonnzimmet"
"B1","waagerecht"
"A2","wach"
"B1","wachs"
"B1","wacht"
"A2","wag"
"B1","wahl"
"B1","wahlt"
"B1","wahnsinn"
"A2","wahr"
"B1","wahrend"
"B1","wahrheit"
"A2","wahrschein"
"A2","wald"
"A2","wan"
"A2","wand"
"B1","wandert"
"B1","wander"
"B1","wandt"
"A1","wann"
"A1","war"
"B1","warf"
"A2","warm"
"B1","warn"
"B1","warnt"
"B1","warst"
"A2","wart"
"A2","wartet"
"A1","warum"
"A1","was"
"A2","wasch"
"A2","waschmaschin"
"B1","waschmittel"
"A2","wascht"
"A1","wass"
"A2","watanab"
"B1","web"
"A2","webseit"
"B1","websit"
"B1","wechselgeld"
"A2","wechseln"
"B1","wechselt"
"B1","weck"
"B1","weckt"
"A2","wed"
"A1","weg"
"A2","wegbring"
"B1","wegfahr"
"B1","weggefahr"
"A2","weggelauf"
"A2","weggenomm"
"A2","wegmach"
"A2","wegwerf"
"A1","weh"
"B1","wehgetan"
"A2","wehtun"
"A1","weiblich"
"A2","weich"
"B1","weig"
"B1","weigert"
"B1","weihnacht"
"A2","weil"
"A1","wein"
"A2","weint"
"B1","weis"
"A1","weiss"
"A2","weissbrot"
"A2","weisst"
"B1","weist"
"B1","weisung"
"A1","weit"
"B1","weiterbild"
"A2","weiterhelf"
"B1","weiterhin"
"A2","weitermach"
"A2","welc"
"A1","welch"
"A1","welt"
"B1","weltkrieg"
"B1","weltmeist"
"B1","weltreis"
"B1","weltweit"
"A2","wem"
"A1","wen"
"B1","wend"
"B1","wendet"
"A1","wenig"
"A2","wenigst"
"A2","wenlig"
"A2","wenn"
"A2","wentg"
"A1","wer"
"B1","werb"
"B1","werbung"
"B1","werd"
"B1","werf"
"B1","werk"
"A2","werkstatt"
"B1","werkzeug"
"B1","wert"
"B1","wertlos"
"B1","wertvoll"
"B1","weshalb"
"B1","west"
"B1","wettb"
"A2","wettbewerb"
"B1","wett"
"B1","wetterbericht"
"B1","wettervorhersag"
"B1","wettet"
"B1","wfir"
"A1","wichtig"
"B1","widersprach"
"B1","widersprech"
"B1","widerspricht"
"B1","widersproch"
"A1","wie"
"A2","wied"
"B1","wiedergefund"
"B1","wiederhol"
"A2","wiederholt"
"A1","wiederhor"
"B1","wiederkomm"
"A1","wiederseh"
"B1","wieg"
"B1","wiegt"
"A2","wiehet"
"B1","wien"
"A2","wieoet"
"B1","wies"
"A2","wiesbad"
"B1","wieso"
"B1","wild"
"A2","will"
"A1","willkomm"
"A1","wind"
"A2","windig"
"B1","wink"
"B1","winkt"
"A2","wint"
"B1","winterschuh"
"A1","wir"
"A2","wird"
"B1","wirf"
"B1","wirft"
"B1","wirk"
"A2","wirklich"
"B1","wirkt"
"B1","wirkung"
"B1","wirst"
"B1","wirt"
"B1","wirtin"
"B1","wirtschaft"
"A2","wiss"
"B1","wissenschaft"
"B1","wissenschaftl"
"B1","wissenschaftlerin"
"A2","witz"
"A2","witzig"
"B1","wlir"
"A2","wllkomm"
"A2","wmd"
"A2","wmm"
"A2","woch"
"A1","wochen"
"A2","wocn"
"B1","wog"
"B1","woh"
"A1","wohin"
"B1","wohl"
"A1","wohn"
"B1","wohnflach"
"B1","wohngeld"
"B1","wohnort"
"B1","wohnsitz"
"A1","wohnt"
"A1","wohnung"
"B1","wohnungsangebot"
"B1","wohnungseinbruch"
"B1","wohnungstur"
"A2","wohnzi"
"A2","wohnzimm"
"A2","wohnzimmert"
"A2","wolk"
"B1","woll"
"B1","wollt"
"B1","womit"
"A2","wonnung"
"A2","woo"
"B1","word"
"A2","workshop"
"A1","wort"
"A2","worterbuch"
"B1","wortet"
"A2","wortlist"
"B1","wortschatz"
"B1","worub"
"B1","worum"
"B1","wuch"
"B1","wund"
"A1","wunderbar"
"B1","wunderschon"
"B1","wundert"
"A2","wunsch"
"B1","wunscht"
"B1","wurd"
"A2","wurdig"
"A2","wurst"
"B1","wurstch"
"B1","wurzburg"
"B1","wurz"
"B1","wusch"
"B1","wusst"
"B1","wutend"
"A1","wwand"
"B1","wwandt"
"B1","wwar"
"B1","wwarum"
"B1","wwas"
"B1","wweg"
"B1","wwieso"
"A2","wwunsch"
"A2","yannick"
"A2","yaz"
"A2","yer"
"A2","yin"
"A2","ynumm"
"B1","york"
"A2","yte"
"A2","zagreb"
"A2","zahl"
"B1","zahlreich"
"B1","zahlt"
"B1","zahlung"
"A2","zahn"
"B1","zahnarzt"
"A2","zahnarztin"
"B1","zahnarzttermin"
"B1","zahnburst"
"B1","zahncrem"
"B1","zahnschmerz"
"B1","zang"
"A1","zaoll"
"A2","zasreb"
"A2","zehn"
"A2","zeich"
"B1","zeichn"
"B1","zeichnet"
"B1","zeichnung"
"B1","zeig"
"B1","zeigt"
"B1","zeil"
"A2","zeis"
"A1","zeit"
"B1","zeitpunkt"
"A2","zeitschit"
"A2","zeitschnt"
"A2","zeitschrift"
"A1","zeitung"
"B1","zeitungslad"
"A2","zelt"
"B1","zeltet"
"B1","zeltlag"
"B1","zen"
"B1","zentimet"
"B1","zentral"
"B1","zentr"
"A2","zentrum"
"B1","zerstor"
"B1","zerstort"
"A2","zertifikat"
"A2","zettel"
"B1","zeug"
"B1","zeugin"
"A2","zeugnis"
"A2","zheie"
"A1","zieh"
"A2","zieht"
"A2","ziel"
"B1","ziemlich"
"B1","zigarett"
"A1","zimm"
"B1","zimmerpreis"
"A2","zimmerschlussel"
"B1","zins"
"A2","zirkus"
"A2","zit"
"A2","zitron"
"A2","zitroneneis"
"B1","zivilstand"
"B1","zlich"
"B1","znuni"
"A2","zoae"
"B1","zog"
"B1","zoll"
"B1","zon"
"B1","zoo"
"B1","zte"
"A2","zub"
"B1","zubereit"
"B1","zubereitet"
"A2","zuck"
"B1","zueinand"
"A2","zuerst"
"B1","zufall"
"A1","zufried"
"A1","zug"
"B1","zugang"
"B1","zugeh"
"B1","zugehort"
"B1","zugemacht"
"B1","zugenom"
"B1","zugenomm"
"B1","zugesagt"
"B1","zugeschaut"
"B1","zugeschickt"
"B1","zugestimmt"
"B1","zugfahr"
"B1","zugrestaurant"
"B1","zugspitz"
"B1","zuhaus"
"B1","zuhor"
"B1","zuhorerin"
"B1","zuhorerinn"
"B1","zukunft"
"A2","zuletzt"
"A1","zum"
"B1","zumach"
"B1","zumind"
"B1","zunach"
"B1","zund"
"B1","zundholz"
"B1","zunehm"
"B1","zung"
"B1","zunimmt"
"A1","zur"
"B1","zurecht"
"B1","zurechtgekomm"
"B1","zurechtkomm"
"A1","zuruck"
"B1","zuruckfahr"
"B1","zuruckgeb"
"B1","zuruckgekomm"
"B1","zuruckkomm"
"B1","zuruckruf"
"A1","zurzeit"
"A2","zus"
"B1","zusag"
"A1","zusamm"
"B1","zusammenarbeit"
"B1","zusammenfass"
"B1","zusammengefasst"
"B1","zusammenhang"
"B1","zusatz"
"B1","zuschau"
"B1","zuschauerin"
"B1","zuschav"
"B1","zuschlag"
"B1","zustand"
"B1","zustimm"
"B1","zutat"
"A2","zuu"
"B1","zuug"
"B1","zuugegang"
"A1","zuugz"
"B1","zuurzeit"
"B1","zuusamm"
"A1","zuuu"
"B1","zuverlass"
"B1","zuzuhor"
"B1","zuzuseh"
"B1","zvieri"
"B1","zvierl"
"B1","zwang"
"A2","zwanzig"
"B1","zwar"
"B1","zweck"
"A1","zwei"
"B1","zweifel"
"B1","zweifeln"
"B1","zweifelt"
"B1","zweifl"
"B1","zweimal"
"B1","zweit"
"B1","zweitsprach"
"B1","zweizimmerwohn"
"B1","zwiebel"
"B1","zwiebeln"
"B1","zwing"
"B1","zwingt"
"A1","zwisch"
"A1","zwolf"
"B1","zzu"
"B1","zzuerst"
"B1","zzufried"
"B1","zzuletzt"
"B1","zzum"
"B1","zzuruck"
"B1","zzuruckzubekomm"
"B1","zzusamm"
"B1","zzusammenfass"
"B1","zzuu"
"B1","zzwei"
"B2","abgeordnet"
"B2","abhangigkeit"
"B2","abschliessend"
"B2","abstimmung"
"B2","abwag"
"B2","achtsamkeit"
"B2","akti"
"B2","aktionar"
"B2","alarmierend"
"B2","algorithmus"
"B2","allerdings"
"B2","alltagsleb"
"B2","altersvorsorg"
"B2","ambivalent"
"B2","analysier"
"B2","andererseits"
"B2","anerkennung"
"B2","angemess"
"B2","angesichts"
"B2","angststorung"
"B2","anpass"
"B2","anpassungsfahig"
"B2","ansatz"
"B2","ansteckung"
"B2","anstreb"
"B2","arbeitsbelastung"
"B2","arbeitslosigkeit"
"B2","argument"
"B2","argumentier"
"B2","armut"
"B2","artenvielfalt"
"B2","aspekt"
"B2","assimilation"
"B2","asthetik"
"B2","auffassung"
"B2","ausbildung"
"B2","ausdrucksform"
"B2","auseinandersetz"
"B2","auseinandersetzung"
"B2","ausgeglich"
"B2","ausgrenz"
"B2","ausgrenzung"
"B2","aushandeln"
"B2","aussenpolitik"
"B2","aussterb"
"B2","auswanderung"
"B2","ausweit"
"B2","auswendiglern"
"B2","auswertung"
"B2","auswirk"
"B2","auswirkung"
"B2","automatisierung"
"B2","autonomi"
"B2","ballungsraum"
"B2","bankrott"
"B2","bausubstanz"
"B2","bedingung"
"B2","beeintrachtig"
"B2","befass"
"B2","befurcht"
"B2","behandlung"
"B2","beharr"
"B2","belastbar"
"B2","belastbarkeit"
"B2","benachteilig"
"B2","benachteiligt"
"B2","benutzeroberflach"
"B2","berechtigung"
"B2","berichterstattung"
"B2","berucksichtig"
"B2","berufswahl"
"B2","besorgniserregend"
"B2","bestatig"
"B2","besteu"
"B2","bestimmung"
"B2","beteilig"
"B2","beton"
"B2","beurteil"
"B2","bevorzug"
"B2","bewaltig"
"B2","bewegungsmangel"
"B2","bewerbung"
"B2","bewert"
"B2","bewusstsein"
"B2","bezuglich"
"B2","bezweifeln"
"B2","bildungschanc"
"B2","bildungsgerechtigkeit"
"B2","bildungssyst"
"B2","biodiversitat"
"B2","bors"
"B2","boulevardpress"
"B2","boykottier"
"B2","brisant"
"B2","bundnis"
"B2","burgerrecht"
"B2","burnout"
"B2","burokrati"
"B2","chancengleichheit"
"B2","cyberangriff"
"B2","cyberkriminalitat"
"B2","dasein"
"B2","datenerhebung"
"B2","datenmissbrauch"
"B2","datenschutz"
"B2","datenverkehr"
"B2","deflation"
"B2","delikat"
"B2","dementsprechend"
"B2","demokrati"
"B2","demonstration"
"B2","demzufolg"
"B2","denkmalschutz"
"B2","dennoch"
"B2","depression"
"B2","deregulier"
"B2","diagnos"
"B2","differenzier"
"B2","differenziert"
"B2","digitalisierung"
"B2","dilemma"
"B2","diplomati"
"B2","diskriminier"
"B2","diskriminierend"
"B2","diskriminierung"
"B2","dissens"
"B2","dividend"
"B2","dominier"
"B2","dramatisch"
"B2","drastisch"
"B2","durchsetz"
"B2","durr"
"B2","echokamm"
"B2","effizient"
"B2","effizienz"
"B2","ehrenamt"
"B2","eifersucht"
"B2","eigenverantwortung"
"B2","eindeutig"
"B2","einerseits"
"B2","einheitlich"
"B2","einlenk"
"B2","einsamkeit"
"B2","einschatz"
"B2","einschrank"
"B2","einschrankung"
"B2","einwanderung"
"B2","elternzeit"
"B2","emanzipation"
"B2","emission"
"B2","emissionshandel"
"B2","empathi"
"B2","energiewend"
"B2","engagement"
"B2","engagier"
"B2","entdeckung"
"B2","entkraft"
"B2","entscharf"
"B2","entscheidend"
"B2","entscheidungsfindung"
"B2","enttauschung"
"B2","entwicklungshilf"
"B2","entwicklungsland"
"B2","epidemi"
"B2","erderwarmung"
"B2","erfindung"
"B2","erfullung"
"B2","erkenntnis"
"B2","erleichterung"
"B2","ermoglich"
"B2","ernahrung"
"B2","ernahrungsgewohnheit"
"B2","erneuerbar"
"B2","erort"
"B2","errungenschaft"
"B2","erschopfung"
"B2","erweit"
"B2","erziehungsurlaub"
"B2","ethik"
"B2","existenz"
"B2","existenzangst"
"B2","existenzgrundlag"
"B2","expandier"
"B2","experiment"
"B2","extremismus"
"B2","facettenreich"
"B2","fachkraft"
"B2","fachkraftemangel"
"B2","fahigkeit"
"B2","fazit"
"B2","feinstaub"
"B2","feminismus"
"B2","fernunterricht"
"B2","filterblas"
"B2","florier"
"B2","fluchtling"
"B2","foderalismus"
"B2","folglich"
"B2","forschungsprojekt"
"B2","fortbestand"
"B2","fragil"
"B2","fragwurdig"
"B2","frauenquot"
"B2","freizeitgestaltung"
"B2","fremdbestimmung"
"B2","frontalunterricht"
"B2","frustration"
"B2","fursorg"
"B2","fusion"
"B2","fusionier"
"B2","geborgenheit"
"B2","gefahrd"
"B2","gegenargument"
"B2","gelassenheit"
"B2","gemassigt"
"B2","generationenkonflikt"
"B2","generationenvertrag"
"B2","genesung"
"B2","gentrifizierung"
"B2","gerechtigkeit"
"B2","gerichtsverfahr"
"B2","geringschatzung"
"B2","geschaftsmodell"
"B2","gescheitert"
"B2","geschlechtergerechtigkeit"
"B2","geschlechterroll"
"B2","gesetzentwurf"
"B2","gesetzgebung"
"B2","gestalt"
"B2","gesundheitssyst"
"B2","gesundheitswes"
"B2","gewahrleist"
"B2","gewaltenteilung"
"B2","gewohnheit"
"B2","glaubwurdigkeit"
"B2","gleichberechtigung"
"B2","gleichgewicht"
"B2","gleichgultigkeit"
"B2","gleichstellung"
"B2","gleichstellungspolitik"
"B2","gleichwohl"
"B2","gletscherschmelz"
"B2","globalisierung"
"B2","gravierend"
"B2","grundrecht"
"B2","grundsatz"
"B2","hackerangriff"
"B2","haftung"
"B2","handelsabkomm"
